,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
266,266,1685,2016,Aswan FC x Masry Port Said,30,"Fri, May 26, 2017",6:00 PM,Aswan FC,Masry Port Said,Mohamed Hanafy,1,1,0,0,0,0,0:0 ,1:2,1,2,Away
267,267,1686,2016,El Dakhlia SC x Zamalek SC,30,"Sun, May 28, 2017",10:00 PM,El Dakhlia SC,Zamalek SC,Amin Omar,1,2,0,0,0,0,1:1 ,3:4,3,4,Away
268,268,1687,2016,Ittehad Alexandria x Smouha SC,30,"Mon, May 29, 2017",10:00 PM,Ittehad Alexandria,Smouha SC,Osama El Aref,2,2,0,0,0,0,0:1 ,0:1,0,1,Away
269,269,1688,2016,El Ahly Cairo x Masr El Makasa,30,"Mon, May 29, 2017",10:00 PM,El Ahly Cairo,Masr El Makasa,Mohamed Farouk,1,1,0,0,0,0,1:0 ,2:2,2,2,Draw
270,270,1689,2016,Zamalek SC x Aswan FC,31,"Thu, Jun 15, 2017",10:00 PM,Zamalek SC,Aswan FC,Samir Osman,0,1,0,0,0,0,0:0 ,1:0,1,0,Home
271,271,1690,2016,El Sharkia Zagazig x Tala'ea El Gaish,31,"Thu, Jun 15, 2017",10:00 PM,El Sharkia Zagazig,Tala'ea El Gaish,Mohamed Farouk,2,0,0,0,0,0,0:0 ,0:0,0,0,Draw
272,272,1691,2016,Ismaily SC x El Dakhlia SC,31,"Thu, Jun 15, 2017",10:00 PM,Ismaily SC,El Dakhlia SC,Mohamed Maarouf,0,0,0,0,0,0,0:0 ,3:0,3,0,Home
273,273,1692,2016,El Nasr Tadeen x Tanta FC,31,"Thu, Jun 15, 2017",10:00 PM,El Nasr Tadeen,Tanta FC,Mahmoud El Banna,1,2,0,0,0,0,0:0 ,0:1,0,1,Away
274,274,1693,2016,Smouha SC x El Ahly Cairo,31,"Fri, Jun 16, 2017",10:00 PM,Smouha SC,El Ahly Cairo,Mahmoud Ashour,1,0,0,0,0,0,1:2 ,2:4,2,4,Away
275,275,1694,2016,Masr El Makasa x Entag El Harby,31,"Fri, Jun 16, 2017",10:00 PM,Masr El Makasa,Entag El Harby,Nader Kamar,3,3,0,0,0,0,0:1 ,2:1,2,1,Home
276,276,1695,2016,Masry Port Said x Petrojet,31,"Sat, Jun 17, 2017",10:00 PM,Masry Port Said,Petrojet,Mahmoud Bassiouni,1,2,0,0,0,0,1:0 ,1:0,1,0,Home
277,277,1696,2016,Arab Contractors SC x Wadi Degla FC,31,"Sun, Jun 18, 2017",10:00 PM,Arab Contractors SC,Wadi Degla FC,Amr Ayed,4,0,1,0,0,0,1:0 ,1:0,1,0,Home
278,278,1697,2016,Enppi Club x Ittehad Alexandria,31,"Sun, Jun 18, 2017",10:00 PM,Enppi Club,Ittehad Alexandria,Walid Abdelaziz,3,1,0,0,0,0,1:0 ,3:0,3,0,Home
279,279,1698,2016,Aswan FC x Ismaily SC,32,"Thu, Jun 22, 2017",10:00 PM,Aswan FC,Ismaily SC,Gehad Grisha,1,3,0,0,0,0,0:2 ,2:3,2,3,Away
280,280,1699,2016,Tala'ea El Gaish x Masr El Makasa,32,"Thu, Jun 22, 2017",10:00 PM,Tala'ea El Gaish,Masr El Makasa,Wael Farhan,4,2,1,0,0,0,1:0 ,1:1,1,1,Draw
281,281,1700,2016,El Dakhlia SC x Arab Contractors SC,32,"Fri, Jun 23, 2017",10:00 PM,El Dakhlia SC,Arab Contractors SC,Mohamed Hanafy,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
282,282,1701,2016,Ittehad Alexandria x Masry Port Said,32,"Fri, Jun 23, 2017",10:00 PM,Ittehad Alexandria,Masry Port Said,Ahmed El Ghandour,2,3,0,0,0,0,0:0 ,1:1,1,1,Draw
283,283,1702,2016,Tanta FC x Wadi Degla FC,32,"Fri, Jun 23, 2017",10:00 PM,Tanta FC,Wadi Degla FC,Hesham Abdelhamid,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
284,284,1703,2016,El Nasr Tadeen x El Sharkia Zagazig,32,"Fri, Jun 23, 2017",10:00 PM,El Nasr Tadeen,El Sharkia Zagazig,Amin Omar,2,1,0,0,0,0,1:1 ,2:1,2,1,Home
285,285,1704,2016,Entag El Harby x Smouha SC,32,"Sat, Jun 24, 2017",10:00 PM,Entag El Harby,Smouha SC,tbc,0,1,0,0,0,0,0:1 ,0:1,0,1,Away
286,286,1705,2016,El Ahly Cairo x Enppi Club,32,"Sat, Jun 24, 2017",10:00 PM,El Ahly Cairo,Enppi Club,Mohamed Maarouf,1,2,0,0,0,0,1:0 ,2:2,2,2,Draw
287,287,1706,2016,Petrojet x Zamalek SC,32,"Tue, Jun 27, 2017",7:00 PM,Petrojet,Zamalek SC,Mohamed Sabahi,0,2,0,0,0,0,0:2 ,0:2,0,2,Away
288,288,1707,2016,Wadi Degla FC x El Dakhlia SC,33,"Thu, Jun 29, 2017",4:30 PM,Wadi Degla FC,El Dakhlia SC,Mahmoud El Banna,2,1,0,0,0,0,0:1 ,1:2,1,2,Away
289,289,1708,2016,Arab Contractors SC x Aswan FC,33,"Thu, Jun 29, 2017",4:30 PM,Arab Contractors SC,Aswan FC,Mohamed Farouk,2,2,0,0,0,0,0:0 ,1:1,1,1,Draw
290,290,1709,2016,Masr El Makasa x El Nasr Tadeen,33,"Thu, Jun 29, 2017",4:30 PM,Masr El Makasa,El Nasr Tadeen,Gehad Grisha,6,1,0,0,0,1,2:1 ,4:1,4,1,Home
291,291,1710,2016,Tanta FC x El Sharkia Zagazig,33,"Thu, Jun 29, 2017",4:30 PM,Tanta FC,El Sharkia Zagazig,Said Hamza,1,2,0,0,0,0,1:0 ,2:2,2,2,Draw
292,292,1711,2016,Enppi Club x Entag El Harby,33,"Fri, Jun 30, 2017",6:00 PM,Enppi Club,Entag El Harby,tbc,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
293,293,1712,2016,Ismaily SC x Petrojet,33,"Sun, Jul 2, 2017",7:00 PM,Ismaily SC,Petrojet,Mabrouk Nabil,3,3,1,0,0,0,1:0 ,2:0,2,0,Home
294,294,1713,2016,Smouha SC x Tala'ea El Gaish,33,"Mon, Jul 3, 2017",7:00 PM,Smouha SC,Tala'ea El Gaish,Osama Ismail,1,4,0,1,0,0,0:1 ,1:2,1,2,Away
295,295,1714,2016,Masry Port Said x El Ahly Cairo,33,"Tue, Jul 4, 2017",7:00 PM,Masry Port Said,El Ahly Cairo,Samir Osman,1,1,0,0,0,0,0:0 ,1:1,1,1,Draw
296,296,1715,2016,Zamalek SC x Ittehad Alexandria,33,"Thu, Jul 6, 2017",7:00 PM,Zamalek SC,Ittehad Alexandria,Mohamed Adel,2,3,0,0,0,0,0:0 ,2:1,2,1,Home
297,297,1716,2016,El Sharkia Zagazig x Masr El Makasa,34,"Wed, Jul 5, 2017",8:00 PM,El Sharkia Zagazig,Masr El Makasa,tbc,3,0,0,0,0,0,0:2 ,1:2,1,2,Away
298,298,1717,2016,Aswan FC x Wadi Degla FC,34,"Wed, Jul 5, 2017",8:00 PM,Aswan FC,Wadi Degla FC,Mohamed Sabahi,1,0,0,0,0,0,1:0 ,2:0,2,0,Home
299,299,1718,2016,El Dakhlia SC x Tanta FC,34,"Wed, Jul 5, 2017",8:00 PM,El Dakhlia SC,Tanta FC,Mohamed Farouk,4,0,0,0,0,0,0:0 ,1:0,1,0,Home
300,300,1719,2016,Petrojet x Arab Contractors SC,34,"Thu, Jul 6, 2017",9:15 PM,Petrojet,Arab Contractors SC,Ekrami Alaa Eldin,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
301,301,1720,2016,Tala'ea El Gaish x Enppi Club,34,"Fri, Jul 7, 2017",7:00 PM,Tala'ea El Gaish,Enppi Club,tbc,1,3,0,0,0,0,0:0 ,1:2,1,2,Away
302,302,1721,2016,Ittehad Alexandria x Ismaily SC,34,"Mon, Jul 10, 2017",5:00 PM,Ittehad Alexandria,Ismaily SC,Mohamed Saber,0,2,0,0,0,0,0:1 ,0:1,0,1,Away
303,303,1722,2016,Entag El Harby x Masry Port Said,34,"Mon, Jul 10, 2017",8:30 PM,Entag El Harby,Masry Port Said,tbc,2,1,0,0,0,0,0:0 ,0:1,0,1,Away
304,304,1723,2016,El Nasr Tadeen x Smouha SC,34,"Thu, Jul 13, 2017",6:30 PM,El Nasr Tadeen,Smouha SC,Mahmoud Roshdi,0,2,0,0,0,0,0:1 ,0:1,0,1,Away
305,305,1724,2016,El Ahly Cairo x Zamalek SC,34,"Mon, Jul 17, 2017",8:00 PM,El Ahly Cairo,Zamalek SC,Willie Collum,1,2,0,0,0,0,1:0 ,2:0,2,0,Home
306,306,1725,2017,El Dakhlia SC x Petrojet,1,"Fri, Sep 8, 2017",5:00 PM,El Dakhlia SC,Petrojet,Walid Abdelrazak,0,2,0,0,0,0,0:0 ,1:1,1,1,Draw
307,307,1726,2017,Arab Contractors SC x El Raja Marsa Matruh,1,"Fri, Sep 8, 2017",7:30 PM,Arab Contractors SC,El Raja Marsa Matruh,Mahmoud Wafa,2,3,0,0,0,0,3:0 ,3:0,3,0,Home
308,308,1727,2017,Tanta FC x El Nasr,1,"Sat, Sep 9, 2017",3:00 PM,Tanta FC,El Nasr,Mohamed Salama,4,2,0,0,0,0,0:0 ,0:0,0,0,Draw
309,309,1728,2017,Ittehad Alexandria x Ismaily SC,1,"Sat, Sep 9, 2017",5:30 PM,Ittehad Alexandria,Ismaily SC,Gehad Grisha,3,2,0,0,0,0,2:1 ,2:4,2,4,Away
310,310,1729,2017,Entag El Harby x Zamalek SC,1,"Sat, Sep 9, 2017",8:15 PM,Entag El Harby,Zamalek SC,Ahmed El Ghandour,1,0,0,0,0,0,1:1 ,1:1,1,1,Draw
311,311,1730,2017,Alassiouty Sport x Masr El Makasa,1,"Sun, Sep 10, 2017",3:00 PM,Alassiouty Sport,Masr El Makasa,Mohamed Abbas,2,0,0,0,0,0,1:0 ,1:1,1,1,Draw
312,312,1731,2017,Masry Port Said x Wadi Degla FC,1,"Sun, Sep 10, 2017",5:30 PM,Masry Port Said,Wadi Degla FC,Mahmoud Bassiouni,1,2,0,0,0,0,1:0 ,1:0,1,0,Home
313,313,1732,2017,El Ahly Cairo x Tala'ea El Gaish,1,"Sun, Sep 10, 2017",8:15 PM,El Ahly Cairo,Tala'ea El Gaish,Ahmed Hamdi,1,2,0,0,0,0,0:1 ,1:1,1,1,Draw
314,314,1733,2017,Enppi Club x Smouha SC,1,"Mon, Sep 11, 2017",7:00 PM,Enppi Club,Smouha SC,Mohamed Adel,3,2,0,0,0,0,0:1 ,1:1,1,1,Draw
315,315,1734,2017,Petrojet x Masry Port Said,2,"Thu, Sep 14, 2017",5:00 PM,Petrojet,Masry Port Said,Mahmoud El Banna,1,3,0,1,0,0,0:0 ,0:1,0,1,Away
316,316,1735,2017,Tala'ea El Gaish x Entag El Harby,2,"Thu, Sep 14, 2017",7:30 PM,Tala'ea El Gaish,Entag El Harby,Mohamed Youssef,2,4,0,0,0,0,1:2 ,2:2,2,2,Draw
317,317,1736,2017,El Raja Marsa Matruh x Alassiouty Sport,2,"Fri, Sep 15, 2017",7:00 PM,El Raja Marsa Matruh,Alassiouty Sport,Abdelaziz El Sayed,3,3,0,0,0,0,0:1 ,0:2,0,2,Away
318,318,1737,2017,El Nasr x Ittehad Alexandria,2,"Sat, Sep 16, 2017",3:00 PM,El Nasr,Ittehad Alexandria,Mahmoud Nagy,0,5,0,0,0,0,0:0 ,2:3,2,3,Away
319,319,1738,2017,Wadi Degla FC x Enppi Club,2,"Sat, Sep 16, 2017",5:00 PM,Wadi Degla FC,Enppi Club,Mohamed Hassan,3,1,0,0,0,0,1:0 ,2:1,2,1,Home
320,320,1739,2017,Smouha SC x Tanta FC,2,"Sun, Sep 17, 2017",3:00 PM,Smouha SC,Tanta FC,tbc,1,2,0,0,0,0,1:0 ,2:0,2,0,Home
321,321,1740,2017,Ismaily SC x Arab Contractors SC,2,"Sun, Sep 17, 2017",5:30 PM,Ismaily SC,Arab Contractors SC,Ibrahim Nour Eldin,1,0,0,0,0,0,0:1 ,1:1,1,1,Draw
322,322,1741,2017,Zamalek SC x El Dakhlia SC,2,"Sun, Sep 17, 2017",8:15 PM,Zamalek SC,El Dakhlia SC,Mohamed Maarouf,1,1,0,0,0,0,0:0 ,3:0,3,0,Home
323,323,1742,2017,Masr El Makasa x El Ahly Cairo,2,"Sun, Dec 10, 2017",6:00 PM,Masr El Makasa,El Ahly Cairo,Amin Omar,5,2,0,1,0,0,1:1 ,3:2,3,2,Home
324,324,1743,2017,Enppi Club x Petrojet,3,"Thu, Sep 21, 2017",3:00 PM,Enppi Club,Petrojet,Mahmoud Bassiouni,1,3,0,0,0,0,0:1 ,0:2,0,2,Away
325,325,1744,2017,Smouha SC x El Nasr,3,"Thu, Sep 21, 2017",5:30 PM,Smouha SC,El Nasr,Wael Farhan,2,0,0,0,0,0,0:0 ,1:1,1,1,Draw
326,326,1745,2017,Entag El Harby x Masr El Makasa,3,"Thu, Sep 21, 2017",8:00 PM,Entag El Harby,Masr El Makasa,Mohamed Adel,4,2,0,1,0,0,0:0 ,1:0,1,0,Home
327,327,1746,2017,Tanta FC x Wadi Degla FC,3,"Fri, Sep 22, 2017",3:00 PM,Tanta FC,Wadi Degla FC,Hesham El Fallal,4,0,0,0,0,0,1:0 ,3:1,3,1,Home
328,328,1747,2017,Arab Contractors SC x Ittehad Alexandria,3,"Fri, Sep 22, 2017",5:30 PM,Arab Contractors SC,Ittehad Alexandria,Ahmed El Ghandour,2,3,0,0,0,0,1:1 ,3:2,3,2,Home
329,329,1748,2017,Masry Port Said x Zamalek SC,3,"Fri, Sep 22, 2017",8:15 PM,Masry Port Said,Zamalek SC,Amin Omar,0,4,0,0,0,0,1:0 ,1:2,1,2,Away
330,330,1749,2017,Alassiouty Sport x Ismaily SC,3,"Sat, Sep 23, 2017",3:00 PM,Alassiouty Sport,Ismaily SC,Mahmoud Wafa,1,3,0,0,0,0,0:1 ,0:2,0,2,Away
331,331,1750,2017,El Dakhlia SC x Tala'ea El Gaish,3,"Sat, Sep 23, 2017",5:00 PM,El Dakhlia SC,Tala'ea El Gaish,Mohamed Sabahi,1,3,0,0,0,0,0:0 ,1:2,1,2,Away
332,332,1751,2017,El Ahly Cairo x El Raja Marsa Matruh,3,"Mon, Oct 16, 2017",7:00 PM,El Ahly Cairo,El Raja Marsa Matruh,Mohamed Sabahi,0,0,0,0,0,0,3:0 ,4:1,4,1,Home
333,333,1752,2017,El Raja Marsa Matruh x Entag El Harby,4,"Wed, Sep 27, 2017",5:00 PM,El Raja Marsa Matruh,Entag El Harby,Mohamed Hassan,2,2,0,0,0,0,0:0 ,0:2,0,2,Away
334,334,1753,2017,El Nasr x Arab Contractors SC,4,"Thu, Sep 28, 2017",3:00 PM,El Nasr,Arab Contractors SC,Said Hamza,3,2,0,1,0,0,1:0 ,1:2,1,2,Away
335,335,1754,2017,Tala'ea El Gaish x Masry Port Said,4,"Thu, Sep 28, 2017",5:30 PM,Tala'ea El Gaish,Masry Port Said,Ibrahim Nour Eldin,1,2,0,0,0,0,0:2 ,0:4,0,4,Away
336,336,1755,2017,Wadi Degla FC x Smouha SC,4,"Thu, Sep 28, 2017",8:00 PM,Wadi Degla FC,Smouha SC,Mahmoud El Banna,1,1,0,0,0,0,0:0 ,0:1,0,1,Away
337,337,1756,2017,Ittehad Alexandria x Alassiouty Sport,4,"Fri, Sep 29, 2017",5:00 PM,Ittehad Alexandria,Alassiouty Sport,Tarek Samy,1,1,0,0,0,0,0:0 ,2:0,2,0,Home
338,338,1757,2017,Zamalek SC x Enppi Club,4,"Fri, Sep 29, 2017",8:00 PM,Zamalek SC,Enppi Club,Mohamed Sabahi,2,3,0,0,0,0,0:0 ,0:0,0,0,Draw
339,339,1758,2017,Petrojet x Tanta FC,4,"Sat, Sep 30, 2017",3:00 PM,Petrojet,Tanta FC,Ibrahim Mahgoub,4,2,0,0,0,0,0:0 ,1:1,1,1,Draw
340,340,1759,2017,El Dakhlia SC x Masr El Makasa,4,"Sat, Sep 30, 2017",5:15 PM,El Dakhlia SC,Masr El Makasa,Gehad Grisha,2,2,0,0,0,0,1:0 ,2:1,2,1,Home
341,341,1760,2017,Ismaily SC x El Ahly Cairo,4,"Mon, Nov 20, 2017",6:00 PM,Ismaily SC,El Ahly Cairo,Amin Omar,3,1,0,0,0,0,0:0 ,0:2,0,2,Away
342,342,1761,2017,El Dakhlia SC x El Raja Marsa Matruh,5,"Wed, Oct 11, 2017",2:45 PM,El Dakhlia SC,El Raja Marsa Matruh,Ibrahim Nour Eldin,1,2,0,0,0,0,1:0 ,2:0,2,0,Home
343,343,1762,2017,Smouha SC x Petrojet,5,"Wed, Oct 11, 2017",5:00 PM,Smouha SC,Petrojet,Mahmoud Ashour,1,1,0,1,0,0,0:0 ,0:0,0,0,Draw
344,344,1763,2017,Wadi Degla FC x El Nasr,5,"Wed, Oct 11, 2017",7:30 PM,Wadi Degla FC,El Nasr,Mohamed Adel,2,1,0,0,0,0,1:0 ,1:1,1,1,Draw
345,345,1764,2017,Alassiouty Sport x Arab Contractors SC,5,"Thu, Oct 12, 2017",2:45 PM,Alassiouty Sport,Arab Contractors SC,Gehad Grisha,1,1,0,0,0,0,0:1 ,1:1,1,1,Draw
346,346,1765,2017,Masry Port Said x Masr El Makasa,5,"Thu, Oct 12, 2017",5:00 PM,Masry Port Said,Masr El Makasa,Mohamed Farouk,0,1,0,0,0,0,1:1 ,3:2,3,2,Home
347,347,1766,2017,El Ahly Cairo x Ittehad Alexandria,5,"Thu, Oct 12, 2017",8:00 PM,El Ahly Cairo,Ittehad Alexandria,Mahmoud El Banna,1,2,0,0,0,1,1:0 ,2:0,2,0,Home
348,348,1767,2017,Entag El Harby x Ismaily SC,5,"Fri, Oct 13, 2017",2:45 PM,Entag El Harby,Ismaily SC,Amin Omar,0,4,0,0,0,0,0:0 ,0:1,0,1,Away
349,349,1768,2017,Tanta FC x Zamalek SC,5,"Fri, Oct 13, 2017",5:30 PM,Tanta FC,Zamalek SC,Mahmoud Bassiouni,4,1,0,0,0,0,0:0 ,1:1,1,1,Draw
350,350,1769,2017,Enppi Club x Tala'ea El Gaish,5,"Fri, Oct 13, 2017",8:00 PM,Enppi Club,Tala'ea El Gaish,Walid Abdelrazak,1,3,0,0,0,0,0:0 ,1:1,1,1,Draw
351,351,1770,2017,El Nasr x Alassiouty Sport,6,"Thu, Oct 19, 2017",2:45 PM,El Nasr,Alassiouty Sport,Mahmoud El Banna,2,2,0,1,0,0,0:1 ,2:2,2,2,Draw
352,352,1771,2017,Tala'ea El Gaish x Tanta FC,6,"Thu, Oct 19, 2017",2:45 PM,Tala'ea El Gaish,Tanta FC,Amin Omar,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
353,353,1772,2017,Enppi Club x Masr El Makasa,6,"Thu, Oct 19, 2017",5:00 PM,Enppi Club,Masr El Makasa,Mahmoud Ashour,2,2,0,0,0,0,1:1 ,2:1,2,1,Home
354,354,1773,2017,Ittehad Alexandria x Entag El Harby,6,"Thu, Oct 19, 2017",7:30 PM,Ittehad Alexandria,Entag El Harby,Mohamed Adel,0,0,0,0,0,0,0:0 ,1:1,1,1,Draw
355,355,1774,2017,Petrojet x Wadi Degla FC,6,"Fri, Oct 20, 2017",2:45 PM,Petrojet,Wadi Degla FC,Mohamed Abou-Khater,1,2,0,0,0,0,0:1 ,2:2,2,2,Draw
356,356,1775,2017,El Raja Marsa Matruh x Masry Port Said,6,"Fri, Oct 20, 2017",2:45 PM,El Raja Marsa Matruh,Masry Port Said,Mohamed Maarouf,1,3,0,0,0,0,0:0 ,0:0,0,0,Draw
357,357,1776,2017,Ismaily SC x El Dakhlia SC,6,"Fri, Oct 20, 2017",5:00 PM,Ismaily SC,El Dakhlia SC,Mahmoud Nagy,0,1,0,0,0,0,2:1 ,2:1,2,1,Home
358,358,1777,2017,Zamalek SC x Smouha SC,6,"Fri, Oct 20, 2017",8:00 PM,Zamalek SC,Smouha SC,Mohamed Farouk,2,3,0,0,0,0,0:1 ,0:3,0,3,Away
359,359,1778,2017,Arab Contractors SC x El Ahly Cairo,6,"Thu, Feb 8, 2018",6:00 PM,Arab Contractors SC,El Ahly Cairo,Ibrahim Nour Eldin,2,0,0,0,0,0,0:2 ,0:3,0,3,Away
360,360,1779,2017,Tanta FC x Masr El Makasa,7,"Thu, Oct 26, 2017",2:45 PM,Tanta FC,Masr El Makasa,Ahmed El Ghandour,3,0,0,0,0,0,3:0 ,3:3,3,3,Draw
361,361,1780,2017,Smouha SC x Tala'ea El Gaish,7,"Thu, Oct 26, 2017",5:00 PM,Smouha SC,Tala'ea El Gaish,Gehad Grisha,1,1,0,0,0,0,0:0 ,0:1,0,1,Away
362,362,1781,2017,El Dakhlia SC x Ittehad Alexandria,7,"Fri, Oct 27, 2017",2:45 PM,El Dakhlia SC,Ittehad Alexandria,Osama Ismail,1,4,0,0,0,0,2:1 ,2:2,2,2,Draw
363,363,1782,2017,Masry Port Said x Ismaily SC,7,"Fri, Oct 27, 2017",4:45 PM,Masry Port Said,Ismaily SC,Mahmoud El Banna,1,4,0,0,0,0,1:1 ,1:2,1,2,Away
364,364,1783,2017,Enppi Club x El Raja Marsa Matruh,7,"Fri, Oct 27, 2017",5:00 PM,Enppi Club,El Raja Marsa Matruh,Mohamed Youssef,2,3,0,0,0,0,0:0 ,2:0,2,0,Home
365,365,1784,2017,Entag El Harby x Arab Contractors SC,7,"Fri, Oct 27, 2017",7:30 PM,Entag El Harby,Arab Contractors SC,Ibrahim Nour Eldin,0,1,0,0,0,0,0:1 ,2:3,2,3,Away
366,366,1785,2017,Petrojet x El Nasr,7,"Sat, Oct 28, 2017",2:45 PM,Petrojet,El Nasr,Mohamed Saber,2,1,0,0,0,0,2:0 ,2:0,2,0,Home
367,367,1786,2017,Wadi Degla FC x Zamalek SC,7,"Sun, Oct 29, 2017",6:00 PM,Wadi Degla FC,Zamalek SC,Amin Omar,1,0,0,0,0,0,0:0 ,0:3,0,3,Away
368,368,1787,2017,El Ahly Cairo x Alassiouty Sport,7,"Wed, Dec 6, 2017",6:00 PM,El Ahly Cairo,Alassiouty Sport,Gehad Grisha,1,4,0,0,0,0,0:0 ,1:0,1,0,Home
369,369,1788,2017,Arab Contractors SC x El Dakhlia SC,8,"Thu, Nov 2, 2017",1:45 PM,Arab Contractors SC,El Dakhlia SC,Mohamed Farouk,2,2,0,0,0,0,0:0 ,1:1,1,1,Draw
370,370,1789,2017,Ismaily SC x Enppi Club,8,"Thu, Nov 2, 2017",4:00 PM,Ismaily SC,Enppi Club,Mohamed Maarouf,1,2,0,0,0,0,1:1 ,1:1,1,1,Draw
371,371,1790,2017,El Raja Marsa Matruh x Tanta FC,8,"Fri, Nov 3, 2017",1:45 PM,El Raja Marsa Matruh,Tanta FC,Mohamed Hanafy,1,3,1,0,0,0,0:0 ,0:1,0,1,Away
372,372,1791,2017,Zamalek SC x Petrojet,8,"Fri, Nov 3, 2017",5:00 PM,Zamalek SC,Petrojet,Mohamed Sabahi,3,1,0,0,0,0,2:0 ,3:0,3,0,Home
373,373,1792,2017,Alassiouty Sport x Entag El Harby,8,"Sat, Nov 4, 2017",1:45 PM,Alassiouty Sport,Entag El Harby,Ahmed El Ghandour,3,5,0,0,0,0,3:1 ,3:1,3,1,Home
374,374,1793,2017,Ittehad Alexandria x Masry Port Said,8,"Sat, Nov 4, 2017",4:00 PM,Ittehad Alexandria,Masry Port Said,Ibrahim Nour Eldin,1,1,0,0,0,1,0:1 ,0:1,0,1,Away
375,375,1794,2017,Tala'ea El Gaish x Wadi Degla FC,8,"Sat, Nov 4, 2017",6:30 PM,Tala'ea El Gaish,Wadi Degla FC,Mahmoud Ashour,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
376,376,1795,2017,Masr El Makasa x Smouha SC,8,"Sun, Nov 5, 2017",4:30 PM,Masr El Makasa,Smouha SC,Mohamed Adel,4,0,0,0,0,0,0:0 ,2:0,2,0,Home
377,377,1796,2017,El Nasr x El Ahly Cairo,8,"Tue, Jan 2, 2018",6:00 PM,El Nasr,El Ahly Cairo,Mohamed Adel,1,1,0,0,0,0,0:2 ,0:4,0,4,Away
378,378,1797,2017,El Dakhlia SC x Alassiouty Sport,9,"Wed, Nov 15, 2017",1:45 PM,El Dakhlia SC,Alassiouty Sport,Mahmoud Ashour,1,0,0,0,0,0,2:0 ,2:0,2,0,Home
379,379,1798,2017,Enppi Club x Ittehad Alexandria,9,"Wed, Nov 15, 2017",4:00 PM,Enppi Club,Ittehad Alexandria,Mohamed Hassan,2,0,0,0,0,0,0:0 ,2:0,2,0,Home
380,380,1799,2017,Wadi Degla FC x Masr El Makasa,9,"Wed, Nov 15, 2017",6:30 PM,Wadi Degla FC,Masr El Makasa,Mohamed Salama,1,1,0,0,0,0,2:1 ,3:3,3,3,Draw
381,381,1800,2017,Tanta FC x Ismaily SC,9,"Thu, Nov 16, 2017",1:45 PM,Tanta FC,Ismaily SC,Mohamed Sabahi,1,3,0,0,0,0,0:1 ,0:1,0,1,Away
382,382,1801,2017,Smouha SC x El Raja Marsa Matruh,9,"Thu, Nov 16, 2017",4:00 PM,Smouha SC,El Raja Marsa Matruh,Mabrouk Nabil,2,3,0,0,0,0,0:0 ,1:0,1,0,Home
383,383,1802,2017,Entag El Harby x El Ahly Cairo,9,"Thu, Nov 16, 2017",7:00 PM,Entag El Harby,El Ahly Cairo,Mohamed Hanafy,1,1,0,0,0,0,1:1 ,1:2,1,2,Away
384,384,1803,2017,Petrojet x Tala'ea El Gaish,9,"Fri, Nov 17, 2017",4:00 PM,Petrojet,Tala'ea El Gaish,Abdelaziz El Sayed,1,3,0,0,0,0,2:0 ,2:0,2,0,Home
385,385,1804,2017,Zamalek SC x El Nasr,9,"Fri, Nov 17, 2017",7:00 PM,Zamalek SC,El Nasr,Ahmed El Ghandour,2,0,0,0,0,0,1:0 ,2:1,2,1,Home
386,386,1805,2017,Masry Port Said x Arab Contractors SC,9,"Sat, Nov 18, 2017",4:00 PM,Masry Port Said,Arab Contractors SC,Mohamed Maarouf,3,3,0,0,0,1,0:0 ,1:0,1,0,Home
387,387,1806,2017,Ittehad Alexandria x Tanta FC,10,"Tue, Nov 21, 2017",5:00 PM,Ittehad Alexandria,Tanta FC,Tarek Magdi,3,0,1,0,0,0,0:0 ,1:1,1,1,Draw
388,388,1807,2017,El Raja Marsa Matruh x Wadi Degla FC,10,"Wed, Nov 22, 2017",1:45 PM,El Raja Marsa Matruh,Wadi Degla FC,Mahmoud El Banna,4,0,0,0,0,0,2:0 ,3:3,3,3,Draw
389,389,1808,2017,Masr El Makasa x Petrojet,10,"Wed, Nov 22, 2017",4:00 PM,Masr El Makasa,Petrojet,Nader Kamar,2,0,0,0,0,0,1:0 ,2:0,2,0,Home
390,390,1809,2017,Alassiouty Sport x Masry Port Said,10,"Thu, Nov 23, 2017",1:45 PM,Alassiouty Sport,Masry Port Said,Mohamed Adel,2,1,0,1,0,0,1:2 ,1:2,1,2,Away
391,391,1810,2017,El Nasr x Entag El Harby,10,"Thu, Nov 23, 2017",4:00 PM,El Nasr,Entag El Harby,Ahmed El Adawi,3,3,0,0,0,0,0:1 ,0:1,0,1,Away
392,392,1811,2017,Arab Contractors SC x Enppi Club,10,"Thu, Nov 23, 2017",6:30 PM,Arab Contractors SC,Enppi Club,Mohamed Sabahi,3,1,1,0,0,0,2:0 ,2:2,2,2,Draw
